gene_name,gene_id,tax_id
ap-47,41150,7227
cg9388,41150,7227
dMbD2/3,41151,7227
VPS45,41153,7227
vps45,41153,7227
Impalpha3,41158,7227
KAP-ALPHA3,41158,7227
imp-alpha3,41158,7227
impalpha3,41158,7227
kpn-alpha3,41158,7227
cg8273,41159,7227
Bocks,41162,7227
crc,41166,7227
Spds,41167,7227
SCM,41168,7227
scm,41168,7227
DH44,41170,7227
Dh,41170,7227
cg16817,41173,7227
ECA,41177,7227
Eca,41177,7227
Trbd,41179,7227
Dmt,41180,7227
HYD,41181,7227
Hyd,41181,7227
l(3)c43,41181,7227
alpha-tub,41183,7227
alphatub85E,41183,7227
MPI,41192,7227
SNAP24,41193,7227
NAA80,41195,7227
Topi,41199,7227
Rps29,41200,7227
Mtn,41202,7227
mtnA,41202,7227
Fbx011,41209,7227
Fbxo11,41209,7227
EloF,41211,7227
TEH1,41215,7227
Dart4,41219,7227
MICAL,41225,7227
mical,41225,7227
FANCL,41231,7227
fancl,41231,7227
npc2d,41232,7227
npc2c,41233,7227
TAF1b,41242,7227
Taf1B,41242,7227
SYN,41247,7227
syn,41247,7227
Dtimp,41248,7227
TIMP,41248,7227
dTIMP,41248,7227
timp,41248,7227
BRUCE,41260,7227
bruce,41260,7227
dBruce,41260,7227
dbruce,41260,7227
SLE,41262,7227
Sle,41262,7227
Jumu,41265,7227
RFX,41266,7227
dRfx,41266,7227
rfx,41266,7227
IRP-1B,41269,7227
cAcon,41269,7227
irp-1B,41269,7227
irp1B,41269,7227
rrp46,41270,7227
Cyp12E1,41272,7227
HTH,41273,7227
Hth,41273,7227
Meis1,41273,7227
Pug,41279,7227
Nkd,41286,7227
TakR86C,41286,7227
Takr86C,41286,7227
Med7,41288,7227
CAP-H2,41289,7227
cap-H2,41289,7227
TFIIFbeta,41290,7227
TfIIF,41290,7227
Fau,41291,7227
MRpL37,41293,7227
RBP1,41294,7227
rbp1,41294,7227
rrm1,41294,7227
rrm11,41294,7227
Dart1,41295,7227
dart1,41295,7227
DmMcm5,41296,7227
MCM5,41296,7227
McM5,41296,7227
mcm5,41296,7227
MsrB,41309,7227
selR,41309,7227
Odh,41311,7227
fdh,41311,7227
odh,41311,7227
SODH-2,41313,7227
tpc1,41316,7227
Dak3,41318,7227
leash,41320,7227
UGT35B1,41333,7227
Ugt35B,41333,7227
Ugt35b,41333,7227
ugt35b,41333,7227
UGT35A1,41334,7227
ugt35a,41334,7227
SDHC,41340,7227
Sdhc,41340,7227
sdhC,41340,7227
TCTP,41341,7227
ZNT86D,41342,7227
cg6672,41342,7227
dZnT7,41342,7227
dZnT86D,41342,7227
RPS25,41343,7227
Rps25,41343,7227
Rpl3,41347,7227
rpL3,41347,7227
SCPR-C,41348,7227
Scpr-C,41348,7227
cg5106,41348,7227
arfip,41353,7227
SCPR-B,41357,7227
cg17210,41357,7227
SCPR-A,41358,7227
cg5207,41358,7227
KP78B,41361,7227
Kp78B,41361,7227
Kp78b,41361,7227
KP78A,41362,7227
Kp78A,41362,7227
PROS,41363,7227
Pros,41363,7227
pro,41363,7227
voila,41363,7227
Mgr,41365,7227
BLM,41366,7227
DmBlm,41366,7227
Dmblm,41366,7227
Mus309,41366,7227
blm,41366,7227
dmblm,41366,7227
ku70,41366,7227
mus309,41366,7227
RanBP9,41367,7227
NinaG,41369,7227
DTD,41371,7227
EXD2,41374,7227
pgrp-LB,41379,7227
pgrp-lb,41379,7227
Dpr5,41381,7227
Wkd,41390,7227
cg5344,41390,7227
jupiter,41392,7227
CSK,41398,7227
csk,41398,7227
dCSK,41398,7227
dCsk,41398,7227
dcsk,41398,7227
ELP1,41399,7227
elp1,41399,7227
TAF12,41406,7227
Taf30alpha,41406,7227
Taf[[II]]30alpha,41406,7227
dTaf12,41406,7227
taf12,41406,7227
HO,41407,7227
ho,41407,7227
cg14718,41413,7227
L(3)neo38,41423,7227
hisCl1,41426,7227
SBF,41427,7227
Sbf1,41427,7227
dSbf1,41427,7227
sbf,41427,7227
Clc-a,41428,7227
Glo,41431,7227
cg6946,41431,7227
Cox5a,41432,7227
cova,41432,7227
Mthl5,41438,7227
DNALI1,41440,7227
Aur,41446,7227
AurA,41446,7227
aur,41446,7227
aur-A,41446,7227
aurka,41446,7227
TANGO9,41450,7227
Mfas,41455,7227
Dtk,41456,7227
TK,41456,7227
dTK,41456,7227
dtk,41456,7227
dcaf12,41460,7227
SPT3,41461,7227
Ssp5,41465,7227
atp8b,41469,7227
Dpr17,41470,7227
Dpr15,41473,7227
cpn,41474,7227
cog1,41479,7227
RSBP15,41481,7227
rsbp15,41481,7227
SU(VAR)3-9,41483,7227
Su(VAR)3-9,41483,7227
Su(Var)3-9,41483,7227
Suvar3-9,41483,7227
dSu(var)3-9,41483,7227
su(var)3-9,41483,7227
CYP313a5,41486,7227
CYP313A2,41487,7227
Cyp313A2,41487,7227
CYP313a3,41488,7227
SVP,41491,7227
Svp,41491,7227
Mbdr2,41498,7227
mbd-R2,41498,7227
DmGstd9,41502,7227
GSTD9,41502,7227
gstD9,41502,7227
gstd9,41502,7227
DmGst1,41503,7227
GSTD1,41503,7227
GSt1-1,41503,7227
Gst,41503,7227
Gst-D1,41503,7227
Gst1,41503,7227
Gst1-1,41503,7227
dmGSTD1,41503,7227
gstD,41503,7227
gstD1,41503,7227
gstd1,41503,7227
GSTD11,41512,7227
cg17639,41512,7227
gstd11,41512,7227
sol-1,41513,7227
Lig3,41518,7227
lig3,41518,7227
CYP9F2,41520,7227
Cyp9F2,41520,7227
PPS,41524,7227
Spp,41524,7227
spp,41524,7227
Nans,41528,7227
Sas,41528,7227
sas,41528,7227
alpha-2,41531,7227
pros25,41531,7227
AOS1,41532,7227
DmSae1,41532,7227
Dmaos1,41532,7227
Sae1,41532,7227
desat2,41536,7227
HUG,41547,7227
hug,41547,7227
hug-PK,41547,7227
hug-gamma,41547,7227
huggamma,41547,7227
OCTbeta2R,41549,7227
Octbeta2r,41549,7227
octb2R,41549,7227
octbeta2R,41549,7227
vha55,41550,7227
snx3,41551,7227
NOT10,41552,7227
gnmt,41561,7227
Dnup88,41562,7227
MBO,41562,7227
Mbo,41562,7227
Nup88,41562,7227
dNup88,41562,7227
nup88,41562,7227
Cyp313A4,41563,7227
SU(FU),41565,7227
Su(Fu),41565,7227
SuFu,41565,7227
Sufu,41565,7227
su(fu),41565,7227
sufu,41565,7227
ARP1,41566,7227
Arp87C,41566,7227
Arp87c,41566,7227
arp-1,41566,7227
arp1,41566,7227
PAST1,41569,7227
Past-1,41569,7227
past1,41569,7227
PolQ,41571,7227
mus308,41571,7227
UGT37A2,41573,7227
UGT37A3,41574,7227
Beat-Vc,41575,7227
Beat-Va,41578,7227
Beat-Vb,41583,7227
cal2,41585,7227
spc25,41585,7227
CYP304A1,41586,7227
CYP304a1,41586,7227
Cyp304A1,41586,7227
PAIP2,41591,7227
paip2,41591,7227
Yellow-F,41595,7227
CTBP,41602,7227
ctbp,41602,7227
l(3)87De,41602,7227
Ry,41605,7227
Xdh,41605,7227
xdh,41605,7227
SNK,41607,7227
Snk,41607,7227
HSC70-2,41609,7227
Hsc2,41609,7227
Hsc70,41609,7227
hsc2,41609,7227
hsc70,41609,7227
Ddb1,41611,7227
PIC,41611,7227
d-ddb1,41611,7227
dDdb1,41611,7227
ddb1,41611,7227
SIM,41612,7227
Sim,41612,7227
l(3)s8,41612,7227
tim2,41615,7227
ACE,41625,7227
AchE,41625,7227
ace,41625,7227
ache,41625,7227
dmAChE,41625,7227
SU(VAR)3-7,41627,7227
Su(Var)3-7,41627,7227
Dwnt-8,41633,7227
Dwnt8,41633,7227
WntD,41633,7227
wnt8,41633,7227
LIP3,41643,7227
dilp3,41643,7227
lip3,41643,7227
DROJ2,41646,7227
IR87a,41654,7227
Yrt,41656,7227
pen50DE,41662,7227
Hrp40,41666,7227
SQD,41666,7227
Sqd,41666,7227
hrp40,41666,7227
rrm3,41666,7227
Tsr,41668,7227
rbp4,41668,7227
rrm4,41668,7227
tsr,41668,7227
rrm8,41670,7227
LKB1,41673,7227
Par4,41673,7227
dlkb1,41673,7227
lkb1,41673,7227
par-4,41673,7227
Omd,41674,7227
intS5,41674,7227
Flfl,41675,7227
ADGF-D,41679,7227
AdgfD,41679,7227
adgfd,41679,7227
ADGF-C,41680,7227
adgfc,41680,7227
DmCht5,41687,7227
MST87F,41693,7227
mst87F,41693,7227
NSF2,41694,7227
Nsf-2,41694,7227
dNsf2,41694,7227
dnsf2,41694,7227
EMS,41697,7227
Ems,41697,7227
IPP,41701,7227
ipp,41701,7227
DmOrc2,41703,7227
ORC2,41703,7227
l(3)k43,41703,7227
orc2,41703,7227
Hib,41704,7227
Rdx,41704,7227
Spop,41704,7227
hib,41704,7227
CYP6d5,41706,7227
Cyp6D5,41706,7227
cyp6d5,41706,7227
DfoxO,41709,7227
Dfoxo,41709,7227
FOXO,41709,7227
FoxO,41709,7227
Foxo,41709,7227
Foxo1,41709,7227
cg3143,41709,7227
dFOXO,41709,7227
dFoxO,41709,7227
dFoxo,41709,7227
dfoxO,41709,7227
dfoxo,41709,7227
foxO,41709,7227
foxo,41709,7227
dFOXO,41709,7227
NPC2b,41710,7227
npc2b,41710,7227
Pk1r,41713,7227
OR88a,41715,7227
or88a,41715,7227
KIF19A,41717,7227
abi,41718,7227
Twf,41719,7227
RNA pol II,41721,7227
RPII140,41721,7227
pol II,41721,7227
polII,41721,7227
DmDop1,41726,7227
Dmdop1,41726,7227
dopr,41726,7227
dumb,41726,7227
cg9645,41728,7227
Aats-met,41733,7227
TRX,41737,7227
TrX,41737,7227
Trx,41737,7227
trx-g,41737,7227
SU(HW),41740,7227
Su(HW),41740,7227
Su(Hw),41740,7227
Su(hw),41740,7227
su(HW),41740,7227
su(hw),41740,7227
suHw,41740,7227
RNA pol II,41741,7227
RPII15,41741,7227
pol II,41741,7227
polII,41741,7227
CRZ,41742,7227
cor,41742,7227
crz,41742,7227
PR-SET7,41743,7227
PRSet7,41743,7227
PrSet7,41743,7227
Set8,41743,7227
dSet8,41743,7227
pr-Set7,41743,7227
pr-set7,41743,7227
Spn-B,41746,7227
rad51-like,41746,7227
spnB,41746,7227
Soti,41748,7227
Cv-c,41749,7227
rhoGAP88C,41749,7227
domi,41756,7227
htrA2,41756,7227
htrA2/omi,41756,7227
omi,41756,7227
CYP313a1,41759,7227
Cyp313A1,41759,7227
PDE6,41760,7227
cys,41767,7227
Dof,41770,7227
Stumps,41770,7227
dof,41770,7227
hbr,41770,7227
Punt,41772,7227
Put,41772,7227
atrII,41772,7227
His4R,41773,7227
cad88C,41774,7227
Kibra,41783,7227
kbr,41783,7227
kib,41783,7227
EFF,41785,7227
Eff,41785,7227
UbcD1,41785,7227
ubcD1,41785,7227
Smp-30,41786,7227
Jvl,41788,7227
RRP6,41798,7227
rrp6,41798,7227
CYCC,41801,7227
cycC,41801,7227
Cg7262,41804,7227
nup93,41804,7227
vhaPPA1-2,41806,7227
SDR,41809,7227
Rpl10Aa,41811,7227
Glys,41823,7227
MAU2,41830,7227
Mau-2,41830,7227
mau-2,41830,7227
CAF1-55,41836,7227
Caf-1,41836,7227
Caf1,41836,7227
Caf1-p55,41836,7227
Caf1p55,41836,7227
Nurf,41836,7227
Nurf 55,41836,7227
Nurf-55,41836,7227
Nurf55,41836,7227
RbAp48,41836,7227
caf-1,41836,7227
caf1,41836,7227
nurf55,41836,7227
p55,41836,7227
MrpS10,41838,7227
Atm,41839,7227
Tefu,41839,7227
atm,41839,7227
Bap74,41840,7227
HSC70-4,41840,7227
Hsc4,41840,7227
Hsc70,41840,7227
Hsp70,41840,7227
dHsp70,41840,7227
hsc4,41840,7227
hsc70,41840,7227
hsc70-4,41840,7227
hsp70,41840,7227
SET,41844,7227
dSet,41844,7227
Oscp,41845,7227
oscp,41845,7227
ZIP88E,41847,7227
cg4334,41847,7227
CP190,41848,7227
Cen190,41848,7227
Dmap190,41848,7227
cp190,41848,7227
dmap190,41848,7227
Mrg15,41850,7227
dMRG15,41850,7227
dMrg15,41850,7227
mrg15,41850,7227
TM1,41852,7227
Tm,41852,7227
TmII,41852,7227
cTm,41852,7227
tm1,41852,7227
tmII,41852,7227
TM2,41853,7227
EA,41858,7227
Ea,41858,7227
mRPL9,41859,7227
FKBP39,41860,7227
FKbp39,41860,7227
cyfip,41861,7227
dCyfip,41861,7227
sra-1,41861,7227
sra1,41861,7227
Surf-4,41864,7227
atg4,41868,7227
Hibch,41869,7227
TRAX,41871,7227
trax,41871,7227
CCM3,41876,7227
RBP,41880,7227
drbp,41880,7227
rbp,41880,7227
ATX2,41883,7227
Datx2,41883,7227
Sca2,41883,7227
atx-2,41883,7227
atx2,41883,7227
dAtx2,41883,7227
Act88f,41885,7227
act88F,41885,7227
actin,41885,7227
B9D1,41888,7227
RH6,41889,7227
rh6,41889,7227
cg5205,41891,7227
cg5213,41892,7227
Po,41894,7227
lpo,41894,7227
Pxb,41899,7227
TTC26,41905,7227
NSL1,41911,7227
Nsl1,41911,7227
Arpc3a,41917,7227
SPN-E,41919,7227
Spn-E,41919,7227
spnE,41919,7227
Cv-D,41921,7227
Cv-d,41921,7227
hmt-1,41925,7227
Glob1,41930,7227
dmeglob1,41930,7227
FBXL7,41935,7227
FbxL7,41935,7227
fbxl7,41935,7227
Blp,41937,7227
SAP47,41938,7227
sap47,41938,7227
RBF2,41941,7227
RBf2,41941,7227
rbf2,41941,7227
MOR,41942,7227
Moira,41942,7227
Mor,41942,7227
HEL89B,41943,7227
Abf,41944,7227
SRP,41944,7227
Srp,41944,7227
abf,41944,7227
cg10407,41949,7227
MSPS,41952,7227
Msps,41952,7227
AKT1,41957,7227
Akt,41957,7227
Akt/PKB,41957,7227
Akt1,41957,7227
DAkt,41957,7227
DAkt1,41957,7227
Dakt,41957,7227
Dakt1,41957,7227
Dpkb,41957,7227
PKB,41957,7227
PKB/Akt,41957,7227
akt,41957,7227
akt1,41957,7227
dAKT,41957,7227
dAKT1,41957,7227
dAkt,41957,7227
dAkt1,41957,7227
dPKB,41957,7227
dakt,41957,7227
dakt1,41957,7227
p-Akt,41957,7227
fer2,41961,7227
bin1,41965,7227
dSap18,41965,7227
dsap18,41965,7227
sap18,41965,7227
ASUN,41971,7227
Asun,41971,7227
ZIP89B,41975,7227
Zip3,41975,7227
cg6898,41975,7227
dZip89B,41975,7227
DmManf,41983,7227
MANF,41983,7227
manf,41983,7227
AhR,41988,7227
SS,41988,7227
Ss,41988,7227
Ema,41992,7227
DPak3,41995,7227
Dpak3,41995,7227
PAK3,41995,7227
PaK3,41995,7227
dPAK3,41995,7227
dpak3,41995,7227
pak3,41995,7227
Csn5,42000,7227
Dch5,42000,7227
Jab1,42000,7227
csn5,42000,7227
dch5,42000,7227
jab1/csn5,42000,7227
DHFR,42003,7227
dhfr,42003,7227
sdh7,42004,7227
Cg14899,42005,7227
GR89a,42007,7227
Cas3,42008,7227
DECAY,42008,7227
cas3,42008,7227
caspase-3,42008,7227
decay,42008,7227
SCP2,42015,7227
cex,42015,7227
Npf,42018,7227
dnpf,42018,7227
npf,42018,7227
fas I,42025,7227
fas1,42025,7227
fasI,42025,7227
Cct3,42029,7227
Cctgamma,42029,7227
Tcp1-gamma,42029,7227
cct-gamma,42029,7227
cctg,42029,7227
cctgamma,42029,7227
ModSP,42032,7227
UBX,42034,7227
UBx,42034,7227
bxl,42034,7227
ubx,42034,7227
ABD-A,42037,7227
Abd-A,42037,7227
Abda,42037,7227
Dmabda,42037,7227
abd A,42037,7227
abd-a,42037,7227
abdA,42037,7227
abda,42037,7227
vhaM9.7-4,42041,7227
emc2B,42045,7227
emc2A,42046,7227
SF3A1,42048,7227
SF3a1,42048,7227
sf3a1,42048,7227
IRC,42049,7227
irc,42049,7227
hpat,42058,7227
patr-1,42058,7227
DAD,42059,7227
dad,42059,7227
NS1,42060,7227
ns1,42060,7227
KEAP1,42062,7227
dKeap1,42062,7227
dkeap1,42062,7227
keap-1,42062,7227
keap1,42062,7227
nrf-2,42062,7227
Kuk,42063,7227
GCKIII,42064,7227
dGckIII,42064,7227
CAL1,42065,7227
Cal1,42065,7227
Cher,42066,7227
det,42077,7227
Beat-IIb,42082,7227
Beat-IIa,42086,7227
BRF,42087,7227
Brf1,42087,7227
brf,42087,7227
Sds22,42091,7227
creg,42092,7227
SUR-8,42093,7227
Cysu,42100,7227
EH,42101,7227
eh,42101,7227
dprx3,42109,7227
Sgs-5,42114,7227
sgs5,42114,7227
Sll,42115,7227
EDG91,42117,7227
att,42122,7227
attD,42122,7227
ald,42126,7227
mps1,42126,7227
OSA,42130,7227
Osa,42130,7227
pxt,42131,7227
ATG8b,42132,7227
Atg8,42132,7227
Atg8B,42132,7227
atg8B,42132,7227
atg8b,42132,7227
Fsh,42133,7227
LGR1,42133,7227
dLGR1,42133,7227
tyrRII,42135,7227
tyrR,42136,7227
RIM,42150,7227
rim,42150,7227
Dfr-1,42160,7227
Dfr1,42160,7227
Fr1,42160,7227
Htl,42160,7227
dtk1,42160,7227
Sr,42162,7227
CBP20,42166,7227
cbp20,42166,7227
Wrd,42169,7227
pp2A-B',42169,7227
Cdm,42171,7227
imp13,42171,7227
Med17,42175,7227
Trap80,42175,7227
dTrap80,42175,7227
ssdp,42177,7227
MDH2,42185,7227
mdh2,42185,7227
14-3-3EPSILON,42186,7227
Par-5,42186,7227
d14-3-3epsilon,42186,7227
par-5,42186,7227
VPS39,42192,7227
vps39,42192,7227
Tctex-1,42199,7227
dlc90F,42199,7227
tctex,42199,7227
tctex-1,42199,7227
Naz,42204,7227
Wrnexo,42208,7227
nup43,42209,7227
Gl,42210,7227
gla,42210,7227
CONA,42213,7227
Cona,42213,7227
vha100-4,42214,7227
vha100-2,42216,7227
wdr37,42218,7227
FRU,42226,7227
Fru,42226,7227
cg7688,42226,7227
cg7689,42226,7227
Qin,42236,7227
CstF 64,42239,7227
CPSF73,42240,7227
cpsf-73,42240,7227
l(3)91Cd,42243,7227
CHAT,42249,7227
ChAt,42249,7227
Cha,42249,7227
ChaT,42249,7227
cha,42249,7227
chat,42249,7227
dChAT,42249,7227
D-Mekk1,42253,7227
MEKK1,42253,7227
dMekk1,42253,7227
mekk1,42253,7227
epg5,42256,7227
RH2,42261,7227
rh2,42261,7227
endo,42265,7227
endoA,42265,7227
SGSH,42266,7227
XRP1,42267,7227
xrp1,42267,7227
DNK,42273,7227
Dm-dNK,42273,7227
dNK,42273,7227
SnRNP-U1-C,42274,7227
gatA,42283,7227
P5CR,42284,7227
prp18,42285,7227
Cdi,42289,7227
cdi/TESK1,42289,7227
ATPsyn-d,42291,7227
CYP12a5,42293,7227
Cyp12A5,42293,7227
CYP12A4,42294,7227
Cyp12A4,42294,7227
cyp12a4,42294,7227
PPCS,42295,7227
Dronanos,42297,7227
NOS,42297,7227
Nanos,42297,7227
Nos,42297,7227
SQZ,42300,7227
Sqz,42300,7227
CRY,42305,7227
Cry,42305,7227
DmCry,42305,7227
DmCry1,42305,7227
Dmcry,42305,7227
dCRY,42305,7227
dCry,42305,7227
dcry,42305,7227
Vib,42306,7227
gio,42306,7227
Dunc79,42310,7227
UNC79,42310,7227
dunc79,42310,7227
DL,42313,7227
dl,42313,7227
INO80,42314,7227
dIno80,42314,7227
DYS,42327,7227
dmDLP,42327,7227
dmDys,42327,7227
dys,42327,7227
vha13,42341,7227
nup58,42342,7227
GluCl,42350,7227
gluClalpha,42350,7227
BNL,42356,7227
Bnl,42356,7227
dFGF,42356,7227
IRE1,42358,7227
ire-1,42358,7227
ire1,42358,7227
ASK1,42366,7227
dASK,42366,7227
dASK1,42366,7227
dAsk1,42366,7227
pk92B,42366,7227
NinaE,42367,7227
Rh1,42367,7227
rh1,42367,7227
rh1/ninaE,42367,7227
drich,42371,7227
XPORT-A,42373,7227
xport,42373,7227
xport-A,42373,7227
MIRA,42379,7227
Mir,42379,7227
Mira,42379,7227
mir,42379,7227
HS6ST,42380,7227
hs6st,42380,7227
Med25,42385,7227
med25,42385,7227
RH3,42398,7227
rh3,42398,7227
Dnlg4,42402,7227
dnlg4,42402,7227
SIRT2,42414,7227
dsirt2,42414,7227
sirt2,42414,7227
IR92a,42415,7227
cg10881,42422,7227
Mto,42424,7227
mtnB,42424,7227
Or92A,42425,7227
D-Stat,42428,7227
D-stat,42428,7227
Dstat,42428,7227
STAT92E,42428,7227
STAT92e,42428,7227
Stat,42428,7227
Stat92,42428,7227
Stat92e,42428,7227
d-STAT,42428,7227
dSTAT,42428,7227
dSTAT92E,42428,7227
dstat,42428,7227
mrl,42428,7227
stat,42428,7227
stat92,42428,7227
stat92E,42428,7227
stat92e,42428,7227
dPCoAC,42429,7227
Tfam,42433,7227
d-mttfa,42433,7227
d-tfam,42433,7227
mtTFA,42433,7227
mttfa,42433,7227
tfam,42433,7227
sep2,42438,7227
PUS1,42440,7227
Dp110,42446,7227
PI3K-dp110,42446,7227
PI3K92E,42446,7227
PI3k,42446,7227
Pi3K,42446,7227
Pi3K92E,42446,7227
Pi3k,42446,7227
Pi3k92e,42446,7227
dP110,42446,7227
dp110,42446,7227
dpP110,42446,7227
p110,42446,7227
pi3k,42446,7227
pi3k92E,42446,7227
pi3k92e,42446,7227
LRRK,42447,7227
Lrrk2,42447,7227
dLrrk,42447,7227
lrrk,42447,7227
NEP4,42449,7227
nep4,42449,7227
Ocr,42452,7227
TyR,42452,7227
Tyr,42452,7227
tar1,42452,7227
CDC2c,42453,7227
CDK2,42453,7227
Cdc2c,42453,7227
Dmcdc2c,42453,7227
cdc2c,42453,7227
cdk2,42453,7227
alpha4t1,42457,7227
pros28.1A,42457,7227
cg17838,42460,7227
syp,42460,7227
Rps20,42464,7227
synd,42467,7227
Rps30,42470,7227
IR93a,42471,7227
ir93a,42471,7227
CALX,42481,7227
CalX,42481,7227
Ncx,42481,7227
calX,42481,7227
calx,42481,7227
RLIP,42484,7227
dRLIP,42484,7227
dRlip,42484,7227
Dhc,42485,7227
dhc,42485,7227
dhc93AB,42485,7227
cg7079,42488,7227
mvl,42490,7227
cortactin,42491,7227
ANXB9,42492,7227
dmrt93b,42494,7227
vilse,42496,7227
sec15,42499,7227
DRab11,42501,7227
Drab11,42501,7227
RAB11,42501,7227
dRab11,42501,7227
rab-11,42501,7227
rab11,42501,7227
PPAN,42502,7227
Ppan,42502,7227
BDBT,42503,7227
bdbt,42503,7227
SLMB,42504,7227
Slimb,42504,7227
Slimb/beta-TrCP,42504,7227
Slmb,42504,7227
slimb,42504,7227
USP8,42509,7227
UbpY,42509,7227
Ubpy,42509,7227
ubpy,42509,7227
usp8,42509,7227
Meigo,42510,7227
SNMP1,42514,7227
Snmp,42514,7227
snmp,42514,7227
snmp1,42514,7227
SNF4a,42515,7227
snf4,42515,7227
OGA,42518,7227
oga,42518,7227
NELF-A,42520,7227
DRab1,42524,7227
Rab1a,42524,7227
dRab1,42524,7227
dar6,42524,7227
drab1,42524,7227
rab1,42524,7227
cg6056,42525,7227
TIN,42536,7227
Tin,42536,7227
BAP,42537,7227
Bap,42537,7227
bag,42537,7227
nk-3,42537,7227
UGT49B2,42538,7227
Lbl,42541,7227
lb,42541,7227
nkch4,42541,7227
Lbe,42542,7227
lb,42542,7227
cg7922,42543,7227
c15,42544,7227
cll,42544,7227
Nk1,42547,7227
Slou,42547,7227
s59,42547,7227
DInr,42549,7227
INR,42549,7227
Inr,42549,7227
dINR,42549,7227
dIR,42549,7227
dIRH,42549,7227
dInR,42549,7227
dInr,42549,7227
dInsR,42549,7227
dinr,42549,7227
dir,42549,7227
inR,42549,7227
inr,42549,7227
E2F1,42550,7227
E2f,42550,7227
dE2f,42550,7227
dE2f1,42550,7227
de2f1,42550,7227
e2f,42550,7227
e2f1,42550,7227
Polalpha 180KDa,42553,7227
pol alpha,42553,7227
polalpha,42553,7227
BURS,42560,7227
burs,42560,7227
burs alpha,42560,7227
burs-alpha,42560,7227
bursalpha,42560,7227
Tsl,42564,7227
Caki,42567,7227
CamGUK,42567,7227
CamguK,42567,7227
Camguk,42567,7227
Cask,42567,7227
Cmg,42567,7227
caki,42567,7227
camguk,42567,7227
cask,42567,7227
cmg,42567,7227
GR93a,42568,7227
Lsn,42572,7227
vps22,42572,7227
cby,42574,7227
Fit,42578,7227
Arl3,42580,7227
Dnd,42580,7227
arl3,42580,7227
cg6332,42585,7227
cchL,42590,7227
cchl,42590,7227
FADD,42594,7227
dFadd,42594,7227
dfadd,42594,7227
fadd,42594,7227
PIT,42595,7227
Pit,42595,7227
hel93F,42595,7227
HOW,42596,7227
How,42596,7227
GLD2,42602,7227
RdhB,42614,7227
SAR1,42615,7227
dar3,42615,7227
sar1,42615,7227
Psr,42616,7227
psr,42616,7227
PYK,42620,7227
Pk,42620,7227
Pyk,42620,7227
gpdh-3,42624,7227
LqfR,42632,7227
Lqfr,42632,7227
epsin,42632,7227
nop56,42633,7227
Dmob1,42634,7227
MATS,42634,7227
Mats,42634,7227
dmob1,42634,7227
PINTA,42635,7227
Pinta,42635,7227
cg7057,42642,7227
PEBP1,42644,7227
Dnrx,42646,7227
dNrx,42646,7227
dnrx,42646,7227
nrx,42646,7227
nrx-1,42646,7227
nrx1,42646,7227
pfdn5,42647,7227
Cct1,42649,7227
T-cp1,42649,7227
Tcp1-alpha,42649,7227
cct1,42649,7227
tcp1,42649,7227
thmg-1,42650,7227
thmg-2,42651,7227
DmOctbeta1R,42652,7227
Oa2,42652,7227
oa2,42652,7227
octbeta1R,42652,7227
Csn6,42661,7227
cg6937,42662,7227
BTN,42664,7227
EFA6,42665,7227
LOCO,42672,7227
Loco,42672,7227
nup133,42680,7227
Cyp6D4,42682,7227
Ccap,42683,7227
ccap,42683,7227
IRP-1A,42689,7227
c-Acon,42689,7227
cAcon,42689,7227
irp1A,42689,7227
takl2,42692,7227
DCR-1,42693,7227
Dcr1,42693,7227
Dicer,42693,7227
cg4792,42693,7227
dcr-1,42693,7227
dcr1,42693,7227
dicer,42693,7227
dicer-1,42693,7227
dicer1,42693,7227
Vret,42695,7227
HP1C,42696,7227
Hp1c,42696,7227
hp1c,42696,7227
Klg,42707,7227
GBP3,42709,7227
Tango12,42710,7227
nha2,42710,7227
tango12,42710,7227
OR94b,42712,7227
LMD,42717,7227
Lmd,42717,7227
UBLCP1,42726,7227
cow,42733,7227
RASSF,42734,7227
dRassf,42734,7227
rassf,42734,7227
cenB1A,42735,7227
HH,42737,7227
Hh,42737,7227
hg,42737,7227
vhaAC39-2,42739,7227
Dir,42742,7227
ir,42742,7227
irk1,42742,7227
CNC,42743,7227
CnC,42743,7227
Cnc,42743,7227
Nrf2,42743,7227
cnc-C,42743,7227
cncC,42743,7227
nrf2,42743,7227
Fzo,42745,7227
mfn1,42745,7227
drad60,42748,7227
WDA,42750,7227
Wda,42750,7227
ORB,42752,7227
Orb,42752,7227
oo18,42752,7227
Apc6,42753,7227
CDC16,42753,7227
cdc16,42753,7227
D-ets-2,42757,7227
Ets2,42757,7227
PNT,42757,7227
Pnt,42757,7227
Pnt-P1,42757,7227
PntP1,42757,7227
PntP2,42757,7227
ets94F,42757,7227
pnt-P1,42757,7227
pntP2,42757,7227
RPS3,42761,7227
Rps3,42761,7227
rpS3,42761,7227
rps3,42761,7227
IR94e,42765,7227
IR94g,42768,7227
IR94h,42769,7227
irk2,42770,7227
UGT303B3,42774,7227
UGT303B1,42775,7227
UGT303B2,42776,7227
Beat-IV,42778,7227
eiF3p66,42789,7227
Sp4,42791,7227
spe,42791,7227
VACHT,42795,7227
VACht,42795,7227
VAcht,42795,7227
VaChT,42795,7227
Vacht,42795,7227
chn,42795,7227
vAChT,42795,7227
vacht,42795,7227
MyoD,42799,7227
NAU,42799,7227
Nau,42799,7227
rpn9,42802,7227
HMGCR,42803,7227
HMGCoAr,42803,7227
